model,policy_stem,segment_id,fold_id,gold_labels,predicted_labels,error_type,near_threshold,text,failure_type,notes,taxonomy_version
naive_bayes,1683_dailynews.com,30,3,Other/Unclear|User Control & Deletion,Other/Unclear,false_negative,False,"PARENTAL ACCESS MediaNews Group and MediaNews Group affiliates are the operators collecting information at this web site. Please send an email or letter to our Privacy Coordinator at the email or mailing address provided below if you would like to do any of the following: Access personally identifiable information that MediaNews has collected from your child, Correct factual errors in such information, Request to have this information deleted, or Request that we no longer collect or maintain such information about your child.",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) User Control & Deletion.,1.0
naive_bayes,1618_sltrib.com,36,0,Data Collection|Data Retention|Data Security|Other/Unclear|Third-Party Sharing,Data Collection|Other/Unclear,false_negative,False,"USE OF PERSONAL INFORMATION FROM CHILDREN MediaNews occasionally offers contest and sweepstakes, which may be entered online. When a child under thirteen 13 enters a contest or sweepstakes, or participates in another activity that requires the use of personal information, we will ask for a parent's email address so that we can notify the parent of the child's participation, obtain the parent's consent and give the parent the option to have the child's information deleted. All of the child's personal information collected by MediaNews is securely maintained and used only for the specified purpose such as conducting the contest or sweepstakes and awarding prizes. MediaNews does not keep any of the child's personal information after the particular event is completed. Sometimes, MediaNews uses agents or contractors to provide services that support the internal operations of the site, such as helping us conduct a sweepstakes or sending prizes to winners. In these cases, MediaNews requires the agent or contractor to maintain the confidentiality, security and integrity of the information and limit use to the specific services they are performing on our behalf.",multi_label_under_prediction,"Kept Data Collection, Other/Unclear but missed secondary label(s) Data Retention, Data Security, Third-Party Sharing.",1.0
naive_bayes,1300_bankofamerica.com,25,2,Data Collection|Other/Unclear,Data Collection,false_negative,False,"Using cookies: Cookies are pieces of information stored directly on the device you are using. Cookies we use do not contain or capture unencrypted Personal Information. Cookies allow us to collect information such as browser type, time spent on the Site, pages visited, language preferences, and your relationship with us. We use the information for security purposes, to facilitate navigation, to display information more effectively, to personalize/tailor your experience while engaging with us, and to recognize your device to allow your use of our online products and services. We collect statistical information about the usage of the Site in order to continually improve the design and functionality, to monitor responses to our advertisements and content, to understand how account holders and visitors use the Site and to assist us with resolving questions regarding the Site. We also utilize cookies for advertising purposes. Please see the Advertising section below for more information.",multi_label_under_prediction,Kept Data Collection but missed secondary label(s) Other/Unclear.,1.0
naive_bayes,135_instagram.com,1,0,Other/Unclear|Policy Change,,false_negative,True,"Important Update In September 2012, we announced that Instagram had been acquired by Facebook. We knew that by teaming up with Facebook, we could build a better Instagram for you. Since then, we've been collaborating with Facebook's team on ways to do just that. As part of our new collaboration, we've learned that by being able to share insights and information with each other, we can build better experiences for our users.",near_threshold,"The decision is close to the 0.50 cutoff; missing=Other/Unclear, Policy Change; extra=none.",1.0
naive_bayes,1070_wnep.com,31,2,Policy Change,,false_negative,True,"Changes to this policy. Tribune Company reserves the right to change this policy at any time. Please check this page periodically for changes. Your continued use of the Services following the posting of changes to this policy will mean you accept those changes. If we make any material changes to this Privacy Policy, we will post the updated Privacy Policy here and notify you by email or by means of a notice on our website.",near_threshold,The decision is close to the 0.50 cutoff; missing=Policy Change; extra=none.,1.0
naive_bayes,883_ted.com,23,4,Policy Change,Other/Unclear,both,True,Changes to this privacy policy: This privacy policy may be amended from time to time. Any such changes will be posted on this page. We will notify you of any significant or material changes in the way we treat your information by placing a prominent notice on our site or sending a notice to the primary email address specified in your account.,cross_category_confusion,Predicted Other/Unclear in place of Policy Change; shared labels=none.,1.0
naive_bayes,1083_highgearmedia.com,24,1,Policy Change,,false_negative,True,"How will changes to this policy be communicated? We may update this Policy from time to time. If we make any material change to the way in which we treat your User Information, we will inform you of such change by posting an updated privacy policy at this location or through email notification, at our option. Any updated version of this privacy policy will be effective as soon as it is posted on our Sites.",near_threshold,The decision is close to the 0.50 cutoff; missing=Policy Change; extra=none.,1.0
naive_bayes,1713_latinpost.com,73,1,Policy Change|User Control & Deletion,Other/Unclear,both,True,"If the burden or expense of providing access to your Information is disproportionate to the risks to your privacy or if the legitimate rights of others would be violated, we may decide not to provide access to such Information. In such cases, we will provide to you an explanation of why access cannot be provided and contact information for further inquiries.",cross_category_confusion,"Predicted Other/Unclear in place of Policy Change, User Control & Deletion; shared labels=none.",1.0
naive_bayes,1498_ticketmaster.com,39,1,Policy Change,Other/Unclear,both,True,What we will do if there is an update to this policy. From time to time we may change our privacy practices. We will notify you of any material changes to this policy as required by law. We will also post an updated copy on our website. Please check our site periodically for updates.,cross_category_confusion,Predicted Other/Unclear in place of Policy Change; shared labels=none.,1.0
naive_bayes,414_washingtonian.com,18,1,Other/Unclear|Policy Change,Other/Unclear,false_negative,True,Changes to This Policy Washingtonian.com reserves the right to change this policy at any time. Please check this page periodically for changes. We will post a notice on this site if and when this policy changes to alert visitors that a new policy is in place. Your continued use of our website following the posting of changes to our privacy policy will mean that you accept such changes. Information collected prior to the time any change is posted will be used according to the policy and applicable laws in place at the time the information was collected.,near_threshold,The decision is close to the 0.50 cutoff; missing=Policy Change; extra=none.,1.0
naive_bayes,98_neworleansonline.com,4,4,Policy Change,Other/Unclear,both,False,"We may change our Privacy Policy, so please check this page from time to time, as your continued use of the Online Services after we publish our changes, indicates your acceptance of any changed terms. You can tell when the Privacy Policy was last updated by reviewing the ""Last Updated"" date at the top of the page.",cross_category_confusion,Predicted Other/Unclear in place of Policy Change; shared labels=none.,1.0
naive_bayes,1089_freep.com,2,0,Other/Unclear|Policy Change,Other/Unclear,false_negative,False,"Please read this Privacy Notice carefully. By visiting and using the Site, you agree that your use of our Site, and any dispute over our online privacy practices, is governed by this Privacy Notice and our Terms of Service. Because the Web is an evolving medium, we may need to change our Privacy Notice at some point in the future, in which case we'll post the revised Privacy Notice on this website and update the ""Last Updated"" date to reflect the date of the changes. By continuing to use the Site after we post any such changes, you accept the Privacy Notice as modified. Your access of the Site for the limited and exclusive purpose of reviewing this Privacy Notice does not constitute your acceptance of this Notice unless you make any further access or use of our Site.",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) Policy Change.,1.0
naive_bayes,20_theatlantic.com,2,2,Other/Unclear|Policy Change,Other/Unclear,false_negative,False,"By visiting our Sites, you are accepting the practices described in our privacy policy, including our use of cookies and similar online tools. If you do not agree to the terms of this privacy policy, please do not use the Sites. We reserve the right to modify or amend the terms of our privacy policy from time to time without notice. Your continued use of our Sites following the posting of changes to these terms will mean you accept those changes. If we intend to apply the modifications or amendments to this privacy policy retroactively or to personally identifiable information already in our possession, we will provide you with notice of the modifications or amendments and seek your consent for such use. What Information Is Collected? How Do the Sites Use Cookies and Other Tracking Technologies? How Do We Use Your Information? Who Can See Your Information? What Are Your Choices? Other Important Information Governing Law & Notice to Non-U.S. Users Questions About this Policy; Access to Your Information",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) Policy Change.,1.0
naive_bayes,186_abcnews.com,28,4,Policy Change,,false_negative,False,"9. Changes to this Privacy Policy From time to time, we may change this privacy policy to accommodate new technologies, industry practices, regulatory requirements or for other purposes. We will provide noticeto you if these changes are material and, where required by applicable law, we will obtain your consent.",content_ambiguity,Hedged or broad wording supports more than one reading; missing=Policy Change; extra=none.,1.0
naive_bayes,503_buffalowildwings.com,16,1,Policy Change,Other/Unclear,both,False,"Privacy Policy Changes We reserve the right to amend this Privacy Policy at any time. Any such amendments to this Policy may apply to information we collect in the future as well as any information we obtained from you prior to such amendment. We will post all changes to this Policy on the Sites, and we encourage all visitors and users of the Sites to check this policy from time to time.",cross_category_confusion,Predicted Other/Unclear in place of Policy Change; shared labels=none.,1.0
naive_bayes,676_restaurantnews.com,7,0,Policy Change,Other/Unclear,both,False,"Changes to this Privacy Statement The contents of this statement may be altered at any time, at our discretion.",cross_category_confusion,Predicted Other/Unclear in place of Policy Change; shared labels=none.,1.0
naive_bayes,1099_enthusiastnetwork.com,34,4,Policy Change|User Control & Deletion,Other/Unclear,both,False,"XIII. ACCEPTANCE OF THESE TERMS; CHANGES TO OUR PRIVACY POLICY By using any of our sites and providing us with your information, you agree to the terms of this Privacy Policy. If you do not agree to this Privacy Policy, you should not use or access any of our sites. Additionally, this Privacy Policy incorporates all of the terms, conditions, and provisions of the TEN Terms of Use, which are posted on our sites. If you do not agree with the TEN Terms of Use, you should not use or access any of our sites.",cross_category_confusion,"Predicted Other/Unclear in place of Policy Change, User Control & Deletion; shared labels=none.",1.0
naive_bayes,105_amazon.com,2,0,Data Collection|Data Security|Other/Unclear|Policy Change|Third-Party Sharing|User Control & Deletion,Other/Unclear,false_negative,False,"Amazon.com knows that you care how information about you is used and shared, and we appreciate your trust that we will do so carefully and sensibly. This notice describes our privacy policy. By visiting Amazon.com, you are accepting the practices described in this Privacy Notice. What Personal Information About Customers Does Amazon.com Gather? What About Cookies? Does Amazon.com Share the Information It Receives? How Secure Is Information About Me? What About Third-Party Advertisers and Links to Other Websites? Which Information Can I Access? What Choices Do I Have? Are Children Allowed to Use Amazon.com? Does Amazon.com Participate in the Safe Harbor Program? Conditions of Use, Notices, and Revisions Examples of Information Collected",multi_label_under_prediction,"Kept Other/Unclear but missed secondary label(s) Data Collection, Data Security, Policy Change, Third-Party Sharing, User Control & Deletion.",1.0
naive_bayes,1300_bankofamerica.com,38,2,Data Collection|Data Security|Other/Unclear,Other/Unclear|Third-Party Sharing,both,True,"Online Behavioral Advertising on third party sites and mobile apps Some of our tailored ads are online behavioral advertising, and may be served using data collected by third party providers. Ads served on our behalf by these companies do not contain unencrypted Personal Information and we limit the use of information by companies that serve our ads. To learn more about this practice and your choices in connection with it, see the section",cross_category_confusion,"Predicted Third-Party Sharing in place of Data Collection, Data Security; shared labels=Other/Unclear.",1.0
naive_bayes,531_archives.gov,13,2,Data Collection|Other/Unclear|Third-Party Sharing,Other/Unclear,false_negative,True,"Where possible, we embed the media in a way that minimizes the use of cookies. Third party hosts of the embedded media do not collect personally identifiable information (PII) on behalf of NARA. Any PII they collect on their own behalf is not shared with NARA.",negation_or_permission_flip,"Permission or denial wording changes the interpretation of Data Collection; missing=Data Collection, Third-Party Sharing; extra=none.",1.0
naive_bayes,1089_freep.com,7,0,Data Collection|Third-Party Sharing,Other/Unclear|Third-Party Sharing,both,True,"The information we collect may be collected directly by us, or it may be collected by a third-party website hosting provider, or another third-party service provider, on our behalf.",cross_category_confusion,Predicted Other/Unclear in place of Data Collection; shared labels=Third-Party Sharing.,1.0
naive_bayes,20_theatlantic.com,20,2,Third-Party Sharing,Data Collection|Third-Party Sharing,false_positive,True,"Use of Non-Personally Identifiable Information We may disclose or share individual, non-personally identifiable information and aggregate information in any manner other than that described herein that we deem appropriate or necessary. Among other things, we will disclose non-personally identifiable information to third parties to help us determine how people use parts of the Sites and who our users are so we can improve our Sites. We will also disclose non-personally identifiable information to our partners and other third parties about how our users collectively use the Sites.",near_threshold,The decision is close to the 0.50 cutoff; missing=none; extra=Data Collection.,1.0
naive_bayes,33_nbcuniversal.com,36,1,Third-Party Sharing,Other/Unclear,both,True,"For Mobile Apps: In addition, in relation to Mobile Apps we may share your usage and personal information with operating system, platforms providers, carriers and/or other mobile apps either operated by us or third parties. Please see our Mobile Apps section for additional detail.",cross_category_confusion,Predicted Other/Unclear in place of Third-Party Sharing; shared labels=none.,1.0
naive_bayes,135_instagram.com,18,0,Other/Unclear,Third-Party Sharing,both,True,Parties with whom we may share your information:,cross_category_confusion,Predicted Third-Party Sharing in place of Other/Unclear; shared labels=none.,1.0
naive_bayes,70_meredith.com,51,4,Other/Unclear|Third-Party Sharing,Third-Party Sharing,false_negative,True,"How We Disclose Information and Your Related Opt-out Choices: Except as otherwise expressly noted herein or within the Services, we may share any information collected through our Services, including without limitation, your name, postal address (and any other information we combine with that information) with our Meredith-affiliated companies, our provider partners and service providers, and with carefully selected third-party organizations and marketers of products and services potentially of interest to you. The following describes some of the circumstances in which we may share information about our users:",near_threshold,The decision is close to the 0.50 cutoff; missing=Other/Unclear; extra=none.,1.0
naive_bayes,1694_lids.com,23,2,Data Security|Third-Party Sharing,Data Security,false_negative,False,"We work to protect the security of your information during transmission by using Thawte Certified Secure Sockets Layer (SSL) software, which encrypts information you input. We reveal only the last four digits of your credit card numbers when confirming an order. Of course, we transmit the entire credit card number to the appropriate credit card company during order processing.",multi_label_under_prediction,Kept Data Security but missed secondary label(s) Third-Party Sharing.,1.0
naive_bayes,58_esquire.com,32,0,Data Collection|Other/Unclear|Third-Party Sharing,Other/Unclear,false_negative,False,"c. Third Party Partners. Some of our Covered Sites may from time to time partner with a retailer or other third party to offer online shopping opportunities, games, services, subscriptions and other applications on a co-branded or cross-promotional basis. Those transactions may take place on a Covered Site, or the site of the third party. In either case, Personally Identifiable Information you provide in connection with the transaction may be collected directly by, or shared by Hearst with, the third party, as well as with any participating sponsors or advertisers of such opportunities and features. Some of our Covered Sites may offer you the ability to access a third-party site with whom we have a relationship to access both sites through a co-branded registration or password; in that event, your applicable registration information may be collected directly by, or shared by Hearst with,the third-party partner. We will notify you at the applicable point of sign up if any such co-branded registration or password practices will be in effect. These third parties will use your information in accordance with their own privacy policy.",multi_label_under_prediction,"Kept Other/Unclear but missed secondary label(s) Data Collection, Third-Party Sharing.",1.0
naive_bayes,98_neworleansonline.com,35,4,Other/Unclear|Third-Party Sharing,Other/Unclear,false_negative,False,"Social Networking and Third Party Sites When you link to our Online Services through any social networking or third party websites, applications or services (""Third Party Services""), please remember that you are also bound by the privacy policies of such Third Party Services, and NOTMC does not control and therefore is not responsible for the privacy practices of such Third Party Services. You should consult the privacy policies of such Third Party Services to understand their information practices.",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) Third-Party Sharing.,1.0
naive_bayes,652_randomhouse.com,21,2,Other/Unclear|Third-Party Sharing,Other/Unclear,false_negative,False,"Authors Whose Websites We Manage We manage certain author Sites on behalf of our authors. In those cases, we may transfer personal information collected from the Sites to the authors if they take over management of the Sites (in which case, such sites are no longer controlled by us). Under such circumstances we will use reasonable efforts to direct the author to use personal information you have provided to us in a manner that is consistent with our Privacy Policy. Nevertheless, we cannot ensure that the author will have the same privacy practices as described in this Privacy Policy and such author site will not be subject to the terms of this Privacy Policy.",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) Third-Party Sharing.,1.0
naive_bayes,1300_bankofamerica.com,4,2,Data Collection|Other/Unclear|Third-Party Sharing,Other/Unclear,false_negative,False,"For U.S. account holders and visitors to this Site, we will use and share any information that we collect from or about you in accordance with the Bank of America U.S. Consumer Privacy Notice, which provides choices in the use and sharing of information. For Non-U.S. account holders utilizing this Site, we will use and share your account information in accordance with the privacy disclosure that covers your account and with the privacy and security rules applicable to the Bank of America affiliate or subsidiary that provides that account to you.",multi_label_under_prediction,"Kept Other/Unclear but missed secondary label(s) Data Collection, Third-Party Sharing.",1.0
naive_bayes,186_abcnews.com,17,4,Other/Unclear|Third-Party Sharing,Third-Party Sharing,false_negative,False,"Please note that once we share your personal information with another company, the information received by the other company becomes subject to the other companys privacy practices. When we cooperate with financial institutions to offer co-branded products or services to you, such as our co-branded Disney Rewards Visa Card; however, we will do so only if permitted by applicable law and, in these cases, the financial institutions are prohibited from using your personal information for purposes other than those related to the co-branded products or services When companies perform services on our behalf, like package delivery and customer service; however, these companies are prohibited from using your personal information for purposes other than those requested by us or required by law When we share personal information with third parties in connection with the sale of a business, to enforce our Terms of Use or rules, to ensure the safety and security of our guests and third parties, to protect our rights and property and the rights and property of our guests and third parties, to comply with legal process or in other cases if we believe in good faith that disclosure is required by law",multi_label_under_prediction,Kept Third-Party Sharing but missed secondary label(s) Other/Unclear.,1.0
naive_bayes,640_gamestop.com,8,3,Data Collection|Third-Party Sharing,Data Collection,false_negative,False,We run contests in which we ask visitors for contact information (such as their email address). We use this information to contact the winners. We may also use or share contest information with our business and marketing partners to offer you products or services that we believe may be of interest to you.,multi_label_under_prediction,Kept Data Collection but missed secondary label(s) Third-Party Sharing.,1.0
naive_bayes,70_meredith.com,48,4,Data Collection|Third-Party Sharing,Other/Unclear,both,False,Understand whether our users read email messages and click on links contained within those messages;,cross_category_confusion,"Predicted Other/Unclear in place of Data Collection, Third-Party Sharing; shared labels=none.",1.0
naive_bayes,760_si.edu,9,2,Other/Unclear|User Control & Deletion,,false_negative,True,"There may be sites within the Smithsonian's network of Websites where you can opt-in to receive information from non-Smithsonian entities. If you opt-in, you may receive correspondence from these organizations on programs, products or services that might interest you. If you decide to opt-out of receiving any further correspondence from a non-Smithsonian entity, please correspond directly with that business or organization to be removed from its mailing list.",negation_or_permission_flip,"Permission or denial wording changes the interpretation of User Control & Deletion; missing=Other/Unclear, User Control & Deletion; extra=none.",1.0
naive_bayes,517_kaleidahealth.org,10,2,Data Collection|Third-Party Sharing|User Control & Deletion,,false_negative,True,"Other uses and disclosures of your health information not described in this Notice will be made only with your written authorization. For example, we will not sell your health information or market a party's services or products to you if we are paid by that party to do so, without your written authorization.",negation_or_permission_flip,"Permission or denial wording changes the interpretation of Third-Party Sharing; missing=Data Collection, Third-Party Sharing, User Control & Deletion; extra=none.",1.0
naive_bayes,1673_tulsaworld.com,40,1,Other/Unclear|User Control & Deletion,,false_negative,True,"You may accept certain kinds of contact and decline others. For example, you may choose to accept e-mails, but not postal mail or telephone calls.",negation_or_permission_flip,"Permission or denial wording changes the interpretation of User Control & Deletion; missing=Other/Unclear, User Control & Deletion; extra=none.",1.0
naive_bayes,1419_miaminewtimes.com,23,1,Data Collection|Other/Unclear|Third-Party Sharing|User Control & Deletion,,false_negative,True,"If you chose to provide your personally identifiable information for the purposes of a third-party contest, promotion, poll, survey or newsletter, your personally identifiable information will be given to Miami New Times and to the third-party advertiser/sponsor involved with the relevant contest, promotion, poll, survey or newsletter and/or its agents and affiliates. For rules or requirements for contests, promotions, polls, surveys and/or newsletters, please see the applicable page on our Site.",near_threshold,"The decision is close to the 0.50 cutoff; missing=Data Collection, Other/Unclear, Third-Party Sharing, User Control & Deletion; extra=none.",1.0
naive_bayes,1694_lids.com,31,2,User Control & Deletion,Other/Unclear,both,True,"To change your mind, simply contact our Privacy Officer or sign up again when you visit the Sites or our stores.",cross_category_confusion,Predicted Other/Unclear in place of User Control & Deletion; shared labels=none.,1.0
naive_bayes,1419_miaminewtimes.com,33,1,User Control & Deletion,Other/Unclear,both,True,"If your personally identifiable information changes, you may correct and/or update it by sending us an email. You may also view, correct and/or update your personally identifiable information by accessing your profile on the Site.",negation_or_permission_flip,Permission or denial wording changes the interpretation of User Control & Deletion; missing=User Control & Deletion; extra=Other/Unclear.,1.0
naive_bayes,26_nytimes.com,51,3,Other/Unclear|User Control & Deletion,User Control & Deletion,false_negative,True,"Email Newsletters. The New York Times offers several email newsletters. If you no longer wish to receive a specific newsletter, follow the ""unsubscribe"" instructions located near the bottom of each newsletter. To manage your newsletter preferences, please click here.",near_threshold,The decision is close to the 0.50 cutoff; missing=Other/Unclear; extra=none.,1.0
naive_bayes,320_timeinc.com,27,3,Other/Unclear|User Control & Deletion,Other/Unclear,false_negative,False,"For more information on advertisements and your behavioral advertising options, visit our About Ads page and our Network Advertising Initiatives page.",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) User Control & Deletion.,1.0
naive_bayes,1703_sports-reference.com,19,3,Other/Unclear|User Control & Deletion,Other/Unclear,false_negative,False,"8. Access to and Ability to Correct Personal Data Upon a visitor's request via postal mail, e-mail, or facsimile, SRL will provide to the visitor a summary of any personally identifiable information retained by SRL regarding the visitor, which information has been voluntarily provided to SRL through an account registration, customer order, or electronic news or information subscription. A visitor may modify, correct, change or update their personally identifiable information by contacting SRL via postal mail, e-mail, facsimile, or telephone as provided in Paragraph 3 of this Privacy Statement.",multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) User Control & Deletion.,1.0
naive_bayes,1610_post-gazette.com,7,1,Data Collection|Other/Unclear|User Control & Deletion,Data Collection,false_negative,False,"If you are an entity (such as a corporation, partnership or limited liability company) or an educational institution and you authorize your employees to access those portions of the Site that require a registration, one digital subscription will entitle each of your authorized employees to access those portions of the Site without the need for each employee to register individually, provided that such employees access such portions of the Site from a computer or other device with your institutional IP addresses for such devices that you have provided to us at the time of your registration. While these employees will not need to register to access such portions of the Site if they do so on devices with the provided IP addresses, we may gather usage data and track IP addresses from such users without their individual consent.",multi_label_under_prediction,"Kept Data Collection but missed secondary label(s) Other/Unclear, User Control & Deletion.",1.0
naive_bayes,1089_freep.com,26,0,Other/Unclear|User Control & Deletion,Other/Unclear,false_negative,False,"The use and collection of information by third-party advertising service providers are governed by the relevant third party's Privacy Notice and are not covered by our Privacy Notice. If you would like more information about the information collection practices of a particular service provider, or if you would like more information on how to opt out of a service provider's information collection practices, go to www.aboutads.info. You can opt out of the use of cookies by DoubleClick, one of our service providers, by visiting http://www.google.com/intl/en/policies/privacy. Additionally, many of our advertising service providers are members of the Network Advertising Initiative (""NAI""). You can obtain more information about these advertising service providers' information collection practices, and opt out of such practices (and at the same time opt out of the collection practices of other, or all, NAI members) by following the opt out instructions on the NAI's website at http://www.networkadvertising.org/managing/opt_out.asp.If you would like more information on how to opt out of information collection practices, go to www.aboutads.info.",negation_or_permission_flip,Permission or denial wording changes the interpretation of User Control & Deletion; missing=User Control & Deletion; extra=none.,1.0
naive_bayes,962_lynda.com,36,3,Other/Unclear|User Control & Deletion,Other/Unclear,false_negative,False,5. UPDATING OR CORRECTING YOUR PERSONALLY IDENTIFYING INFORMATION You may change any of your or your childs Personally Identifiable Information online by logging into My Account in accordance with instructions posted elsewhere on our Websites.,multi_label_under_prediction,Kept Other/Unclear but missed secondary label(s) User Control & Deletion.,1.0
naive_bayes,1164_acbj.com,1,1,Other/Unclear|Policy Change|User Control & Deletion,Other/Unclear,false_negative,False,"Last Revised: December 23, 2013 To jump to our Privacy Policy, click here To opt-out of Third Party Tracking Technologies, click here To opt-out of Third Party Sharing, click here If you have a complaint about another user, click here Kids and parents click here",negation_or_permission_flip,"Permission or denial wording changes the interpretation of User Control & Deletion; missing=Policy Change, User Control & Deletion; extra=none.",1.0
naive_bayes,1206_dcccd.edu,12,4,User Control & Deletion,Other/Unclear,both,False,How to update/correct your student record Currently enrolled (or recently enrolled students) credit students can correct their Student Information Profile and email address online through eConnect.,cross_category_confusion,Predicted Other/Unclear in place of User Control & Deletion; shared labels=none.,1.0
naive_bayes,228_gawker.com,14,3,Other/Unclear|User Control & Deletion,Other/Unclear,false_negative,False,"Opt-out As part of our commitment to transparency and your privacy, we provide the following links to opt-out of cookies provided by both our first party ad server and many third party advertising partners who may be engaging in online behavioral advertising:",negation_or_permission_flip,Permission or denial wording changes the interpretation of User Control & Deletion; missing=User Control & Deletion; extra=none.,1.0
